ID,SIRUTA,codLMI,judetul,UAT,localitatea,tip,cult,gen,denumirea,datarea,utilizarea curentă,parohia,protopopiatul,(arhi)episcopia,mitropolia,patriarhia,descrierea,note,starea de conservare,longitudine,latitudine
18856,72891,DJ-II-m-B-08296,Dolj,Comuna Izvoare,Izvoare,biserică,ortodox,F,"Biserica ""Sf. Ioan Botezătorul""",1853,cult,Parohia Izvoare,,Arhiepiscopia Craiovei,Mitropolia Olteniei,Patriarhia Română,,,bună,,
18946,71251,DJ-II-m-B-08379,Dolj,Comuna Bratovoești,Tâmburești,biserică,ortodox,F,"Biserica ""Sf. Ioan Botezătorul""",înc. sec. XIX,,Parohia Tâmburești,,Arhiepiscopia Craiovei,Mitropolia Olteniei,Patriarhia Română,,,,,
18313,109844,MH-II-m-B-10285,Mehedinți,Comuna Șimian,Cerneți,biserică,ortodox,F,"Biserica ""Sf. Ioan Botezătorul""",1820,lăcaș de cult,Parohia Piatra Albă,,Episcopia Severinului și Strehaiei,Mitropolia Olteniei,Patriarhia Română,,,bună,,
17404,105927,GR-II-m-B-15030,Giurgiu,Comuna Vedea,Malu,biserică,ortodox,F,"Biserica ""Sf. Ioan Botezătorul""",1844,,Parohia Malu,"Protoieria Giurgiu, str. Grasse, 4, Giurgiu, jud. Giurgiu. Episcopia Giurgiului, str. Portului 13, Municipiul Giurgiu, județul Giurgiu.",Episcopia Giurgiului,Mitropolia Munteniei și Dobrogei,Patriarhia Română,,,,,
18425,114015,MH-II-m-B-10394,Mehedinți,Comuna Voloiac,Ruptura,biserică,ortodox,F,"Biserica ""Sf. Ioan Botezătorul""",1881,lăcaș de cult,Parohia Ruptura,,Episcopia Severinului și Strehaiei,Mitropolia Olteniei,Patriarhia Română,,,medie,,
18832,71563,DJ-II-m-B-08273,Dolj,Comuna Carpen,Geblești,biserică,ortodox,F,"Biserica ""Sf. Ioan Botezătorul""",1934,cult,Parohia Geblești,,Arhiepiscopia Craiovei,Mitropolia Olteniei,Patriarhia Română,,,bună,,
21067,66205,DB-II-m-B-17339,Dâmbovița,Comuna Băleni Români,Băleni Români,biserică,ortodox,F,"Biserica ""Sf. Ioan Botezătorul""",înc. sec. XIX,,Arhiepiscopia Târgoviște,Protoieria Titu,,Mitropolia Munteniei și Dobrogei,,,,,,
22883,128702,OT-II-m-B-08957,Olt,Comuna Schitu,Moșteni,biserică,ortodox,F,"Biserica ""Sf. Ioan Botezătorul""",1860,biserică,Parohia Moșteni,"Protoieria Caracal, Cod fiscal: 4284630, Adresa: Str. Nicolae Titulescu nr. 8, Str. Nicolae Titulescu, 8, TEL/FAX: 0249-512060, 0728107831, 0745597225, Protoiereu PC. Pr. Marin Răducanu.",Episcopia Slatinei și Romanaților,Mitropolia Olteniei,Patriarhia Română,,,,,
22724,126362,OT-II-m-B-08822,Olt,Comuna Corbu,Ciurești,biserică,ortodox,F,"Biserica ""Sf. Ioan Botezătorul""",1812,biserică,Parohia Ciurești,"Protoieria Slatina I Sud, Cod Fiscal: 5342950, Adresa: Str. Lipscani, Nr.26, Tel/Fax: 0249-421660, 0733504013, Protoiereu Pc Pr. Marian Mazilu.",Episcopia Slatinei și Romanaților,Mitropolia Olteniei,Patriarhia Română,,,medie,,
22931,128533,OT-II-m-B-09007,Olt,Comuna Redea,Redea,biserică,ortodox,F,"Biserica ""Sf. Ioan Botezătorul""","1834; rep. în anii 1882-1884, 1942",biserică,Parohia Redea de Răsărit,"Protoieria Caracal, Cod fiscal: 4284630, Adresa: Str. Nicolae Titulescu nr. 8, Str. Nicolae Titulescu, 8, TEL/FAX: 0249-512060, 0728107831, 0745597225, Protoiereu PC. Pr. Marin Răducanu.",Episcopia Slatinei și Romanaților,Mitropolia Olteniei,Patriarhia Română,,,bună,,
22965,129255,OT-II-m-B-09048,Olt,Comuna Șerbănești,Șerbănești,biserică,ortodox,F,"Biserica ""Sf. Ioan Botezătorul""",1874,biserică,Parohia Șerbăneștii de Jos,"Protoieria Slatina I Sud, Cod Fiscal: 5342950, Adresa: Str. Lipscani, Nr.26, Tel/Fax: 0249-421660, 0733504013, Protoiereu Pc Pr. Marian Mazilu.",Episcopia Slatinei și Romanaților,Mitropolia Olteniei,Patriarhia Română,,,bună,,
22596,126353,OT-II-m-B-08701,Olt,Comuna Corbu,Buzești,biserică,ortodox,F,"Biserica ""Sf. Ioan Botezătorul""",înc. sec. XIV (lemn); reconstruită din zid în 1865-1869,biserică,Parohia Buzești,"Protoieria Slatina I Sud, Cod Fiscal: 5342950, Adresa: Str. Lipscani, Nr.26, Tel/Fax: 0249-421660, 0733504013, Protoiereu Pc Pr. Marian Mazilu.",Episcopia Slatinei și Romanaților,Mitropolia Olteniei,Patriarhia Română,"Biserica initial din lemn, construită la începutul sec. XIV(1301-1311), a fost reconstruită din zid în 1865-1869.",,bună,,
21345,68271,DB-II-m-B-17606,Dâmbovița,Comuna Morteni,Neajlovu,biserică,ortodox,F,"Biserica ""Sf. Ioan Botezătorul"" și ""Sf. Ecaterina""",1837,,Parohia Neajlovu,Protoieria Găești,Arhiepiscopia Târgoviștei,Mitropolia Munteniei și Dobrogei,Patriarhia Română,,,bună,,
18849,72828,DJ-II-m-B-08289,Dolj,Comuna Grecești,Grecești,biserică,ortodox,F,"Biserica ""Sf. Ioan Botezătorul"" și ""Sf. Haralambie""",1820,,Parohia Grecești,,Arhiepiscopia Craiovei,Mitropolia Olteniei,Patriarhia Română,,,foarte bună,,
22850,127260,OT-II-m-B-20152,Olt,Comuna Ianca,Ianca,biserică,ortodox,F,"Biserica ""Sf. Ioan Botezătorul"",""Sf. Gheorghe""","1842; rep. în 1892-1893, 1934, 1959",biserică,Parohia Ianca I,"Protoieria Corabia, Cod Fiscal: 4621949, Str. Trecerea Dunării, 29, Tel/Fax: 0249-561238, 0728107837, Protoiereu Pc Pr. Radu Voinea. ADRESA: STR. TRECEREA DUNĂRII, NR.29 TEL/FAX: 0249-561238, 0728107837, 0741126994 PROTOIEREU PC Pr. RADU VOINEA",Episcopia Slatinei și Romanaților,Mitropolia Olteniei,Patriarhia Română,Biserica ridicată de Epitropia Mănăstirii Bistrița în 1842.,,foarte bună,,
17470,105785,GR-II-m-B-15095,Giurgiu,Comuna Valea Dragului,Valea Dragului,biserică,ortodox,F,"Biserica ""Sf. Mare Mucenic Dimitrie""",cca. 1880,,Parohia Valea Dragului,"Protoieria Herești (Herăști), com. Herești, jud. Giurgiu. Episcopia Giurgiului, str. Portului 13, Municipiul Giurgiu, județul Giurgiu",Episcopia Giurgiului,Mitropolia Munteniei și Dobrogei,Patriarhia Română,,,,,
18809,73549,DJ-II-m-B-08248,Dolj,Comuna Orodel,Cornu,biserică,ortodox,F,"Biserica ""Sf. Mare Mucenic Dimitrie""",1851-1867,cult,Parohia Cornu,,Arhiepiscopia Craiovei,Mitropolia Olteniei,Patriarhia Română,,,bună,,
17439,104706,GR-II-m-B-15065,Giurgiu,Comuna Prundu,Puieni,biserică,ortodox,F,"Biserica ""Sf. Mare Mucenic Dimitrie""",1859,,Parohia Puieni,"Protoieria Herești (Herăști), com. Herești, jud. Giurgiu. Episcopia Giurgiului, str. Portului 13, Municipiul Giurgiu, județul Giurgiu",Episcopia Giurgiului,Mitropolia Munteniei și Dobrogei,Patriarhia Română,,,,,
9100,17673,AG-II-m-A-13778,Argeș,Comuna Mușătești,Robaia,biserică,ortodox,F,"Biserica ""Sf. Mare Mucenic Gheorghe""",1644,,Parohia M-rii Robaia,Protopopiatul Curtea de Argeș,Episcopia Argeșului și Muscelului,Mitropolia Munteniei și Dobrogei,Patriarhia Română,"Biserica Sfantul mare mucenic Gheorghe a asezamantului, a dainuit peste veacuri, prin grija episcopului carturar al Iosif I al Argesului cat si a staretilor obstii si a arhiereului Nichita Duma, care au consolidat-o, i-au adaugat pridvorul in anul 1857 si au inzestrat-o cu: chilii, clopotnita - in 1857 - si staretie - in 1935.iar biserica din piatra construita de Sava Sifarul in anul 1644. Pustiita de vreme, aceasta va fi refacuta intre anii 1843-1868 de catre Teodosie, Visarion si Naum monahul. Au mai avut loc cateva renovari si refacere a picturii, care ramane una dintre cele mai frumoase picturi din Muntenia. Biserica va fi repictata in anii 1848, 1901 si 1951. Pe locul unei biserici de lemn ctitorite de catre banul Armega, in secolul al XVI-lea, s-a inaltat, prin osardia unui Sava din Furculesti si a sotiei sale, Livera, inainte de anul 1644, o biserica de zid, in jurul careia s-a injghebat asezamantul monahal de la Robaia.",,,,
17537,102758,IL-II-m-B-14126,Ialomița,Comuna Fierbinți-Târg,Fierbinți-Târg,biserică,ortodox,F,"Biserica ""Sf. Mare Mucenic Gheorghe""","1858, ref. 1915",biserică,Parohia Fierbinți - Târg,Protoieria Urziceni,Episcopia Sloboziei și Călărașilor,Mitropolia Munteniei și Dobrogei,Patriarhia Română,"Biserica parohială „Sfântul Mare Mucenic Gheorghe” a fost ctitorită de obștea comunei Fierbinți, zidită în 1858 din cărămidă. Din documentele parohiei reiese că biserica a fost construită pe proprietatea domnului Alexandru Scarlat Ghica și a doamnei Sevastița Clucereasa. Târnosirea a avut loc la 26 mai 1863. Pictura actuală este cea din 1915, în ulei, în stil neobizantin. În fața bisericii este o troiță din stejar sculptat, ridicată în memoria eroilor din comună. Pe parcursul anilor biserica a suferit avarii în urma cutremurelor din 1940 și 1977. Parohia nu are casă parohială. Cimitirul parohial se află în curtea bisericii. Parohia Firbinți Târg a deținut în trecut suprafața de 8,11 ha teren arabil și potrivit Legii Fondului Funciar i s-a reconstituit dreptul de proprietate de 8,11 ha. În plus parohia mai posedă o suprafață de 9.800 teren fără construcții și 11.344 mp cimitir parohial. Este parohie de categoria II-a cu 351 de familii. Parohia Fierbinți Târg se află situată în extremitatea de vest a judetului Ialomița.",,,,
17456,100558,GR-II-m-B-15081,Giurgiu,Comuna Slobozia,Slobozia,biserică,ortodox,F,"Biserica ""Sf. Mare Mucenic Gheorghe""",1864,,Parohia Slobozia,"Protoieria Giurgiu, str. Grasse, 4, Giurgiu, jud. Giurgiu. Episcopia Giurgiului, str. Portului 13, Municipiul Giurgiu, județul Giurgiu.",Episcopia Giurgiului,Mitropolia Munteniei și Dobrogei,Patriarhia Română,,,,,
18914,72089,DJ-II-m-B-08354,Dolj,Comuna Dioști,Radomir,biserică,ortodox,F,"Biserica ""Sf. Mare Mucenic Gheorghe""",1815; ref. 1897,,Parohia Radomir,,Arhiepiscopia Craiovei,Mitropolia Olteniei,Patriarhia Română,,,bună,,
17306,101680,GR-II-m-B-14936,Giurgiu,Comuna Călugăreni,Brăniștari,biserică,ortodox,F,"Biserica ""Sf. Mare Mucenic Gheorghe""",1851,,Parohia Brăniștari,"Protoieria Giurgiu, str. Grasse, 4, Giurgiu, jud. Giurgiu. Episcopia Giurgiului, str. Portului 13, Municipiul Giurgiu, județul Giurgiu.",Episcopia Giurgiului,Mitropolia Munteniei și Dobrogei,Patriarhia Română,,,,,
17409,105375,GR-II-m-B-15038,Giurgiu,Comuna Stoenești,Mirău,biserică,ortodox,F,"Biserica ""Sf. Mare Mucenic Gheorghe""",1863,,Filia Mirău,"Protoieria Giurgiu, str. Grasse, 4, Giurgiu, jud. Giurgiu. Episcopia Giurgiului, str. Portului 13, Municipiul Giurgiu, județul Giurgiu",Episcopia Giurgiului,Mitropolia Munteniei și Dobrogei,Patriarhia Română,,,,,
17418,103265,GR-II-m-B-15044,Giurgiu,Comuna Ghimpați,Naipu,biserică,ortodox,F,"Biserica ""Sf. Mare Mucenic Gheorghe""","1891, ref. 1958-1970 ?",,Parohia Naipu,"Protoieria Mihăilești, comuna Epurești, sat Gorneni, jud. Giurgiu. Episcopia Giurgiului, str. Portului 13, Municipiul Giurgiu, județul Giurgiu",Episcopia Giurgiului,Mitropolia Munteniei și Dobrogei,Patriarhia Română,,,,,
17297,101172,GR-II-m-B-14928,Giurgiu,Comuna Bolintin-Deal,Bolintin-Deal,biserică,ortodox,F,"Biserica ""Sf. Mare Mucenic Gheorghe""",1886,,Parohia Bolintin Deal II,"Protoieria Bolintin, str. Soldat Vânătoru 1, oraș Bolintin Vale, jud. Giurgiu. Episcopia Giurgiului, str. Portului 13, Municipiul Giurgiu, județul Giurgiu.",Episcopia Giurgiului,Mitropolia Munteniei și Dobrogei,Patriarhia Română,,,,,
17390,104500,GR-II-m-B-15016,Giurgiu,Comuna Ogrezeni,Hobaia,biserică,ortodox,F,"Biserica ""Sf. Mare Mucenic Gheorghe""",1830,,Parohia Hobaia,"Protoieria Bolintin, str. Soldat Vânătoru 1, oraș Bolintin Vale, jud. Giurgiu. Episcopia Giurgiului, str. Portului 13, Municipiul Giurgiu, județul Giurgiu.",Episcopia Giurgiului,Mitropolia Munteniei și Dobrogei,Patriarhia Română,,,,,
17372,105320,GR-II-m-B-14999,Giurgiu,Comuna Stănești,Ghizdaru,biserică,ortodox,F,"Biserica ""Sf. Mare Mucenic Gheorghe""",1875,,Parohia Ghizdaru,"Protoieria Giurgiu, str. Grasse, 4, Giurgiu, jud. Giurgiu. Episcopia Giurgiului, str. Portului 13, Municipiul Giurgiu, județul Giurgiu.",Episcopia Giurgiului,Mitropolia Munteniei și Dobrogei,Patriarhia Română,,,,,
17346,102366,GR-II-m-B-14975,Giurgiu,Comuna Crevedia Mare,Crevedia Mică,biserică,ortodox,F,"Biserica ""Sf. Mare Mucenic Gheorghe""",cca. 1880,,Parohia Crevedia Mică,"Protoieria Bolintin, str. Soldat Vânătoru 1, oraș Bolintin Vale, jud. Giurgiu. Episcopia Giurgiului, str. Portului 13, Municipiul Giurgiu, județul Giurgiu.",Episcopia Giurgiului,Mitropolia Munteniei și Dobrogei,Patriarhia Română,,,,,
33457,134951,PH-II-m-A-16602,Prahova,Comuna Puchenii Mari,Puchenii Mari,biserică,ortodox,F,"Biserica ""Sf. Mare Mucenic Gheorghe""",1852-1861,biserică parohială,Parohia Puchenii Mari,Protoieria Ploiești,Arhiepiscopia Bucureștilor,Mitropolia Munteniei și Dobrogei,Patriarhia Română,"Constructia ridicată între 1852-1861, a fost modificată în 1995 prin adăugarea unui pridvor.",,bună,,
17362,102918,GR-II-m-B-14988,Giurgiu,Comuna Frătești,Frătești,biserică,ortodox,F,"Biserica ""Sf. Mare Mucenică Ecaterina""",1880,,Parohia Frătești,"Protoieria Giurgiu, str. Grasse, 4, Giurgiu, jud. Giurgiu. Episcopia Giurgiului, str. Portului 13, Municipiul Giurgiu, județul Giurgiu.",Episcopia Giurgiului,Mitropolia Munteniei și Dobrogei,Patriarhia Română,,,,,
21588,84111,HR-II-m-A-12774,Harghita,Comuna Cârța,Cârța,biserică,romano-catolic,F,"Biserica ""Sf. Maria Mare""",1444-1720,,Parohia romano-catolică Cârța,,Arhiepiscopia Romano-Catolică Alba-Iulia,Biserica Romano-Catolică din România,,,,,,
22588,128196,OT-II-m-B-08700,Olt,Comuna Pârșcoveni,Butoi,biserică,ortodox,F,"Biserica ""Sf. Maria""",1860,biserică,Parohia Olari-Butoi,"Protoieria Caracal, Cod fiscal: 4284630, Adresa: Str. Nicolae Titulescu nr. 8, Str. Nicolae Titulescu, 8, TEL/FAX: 0249-512060, 0728107831, 0745597225, Protoiereu PC. Pr. Marin Răducanu.",Episcopia Slatinei și Romanaților,Mitropolia Olteniei,Patriarhia Română,,,bună,,
2819,17021,AG-II-m-B-13756,Argeș,Comuna Lunca Corbului,Pădureți,biserică,ortodox,F,"Biserica ""Sf. Maria"",""Sf. Nicolae"" și ""Sf. Voievozi""","1851, restaurată 1905 si 1948",cult,Parohia Pădureti,Protoieria Costești,Episcopia Argeșului,Mitropolia Munteniei și Dobrogei,Patriarhia Română,,,bună,,
21671,85083,HR-II-m-A-12875,Harghita,Comuna Mihăileni,Mihăileni,biserică,romano-catolic,F,"Biserica ""Sf. Mihai""",sec. XV-XIX,,Parohia romano-catolică Mihăileni,,Arhiepiscopia Romano-Catolică Alba-Iulia,Biserica Romano-Catolică din România,,,,,,
2735,17165,AG-II-m-B-13672,Argeș,Comuna Merișani,Dobrogostea,biserică,ortodox,F,"Biserica ""Sf. Mihail și Gavril""",1818,cult,Parohia Dobrogostea,Protopopiatul Pitești,Episcopia Argeșului,Mitropolia Munteniei și Dobrogei,Patriarhia Română,,,foarte bună,,
3108,48398,BZ-II-m-B-02428,Buzău,Comuna Pătârlagele,Mărunțișu,biserică,ortodox,F,"Biserica ""Sf. Mihail și Gavril""",1874-1877,lăcaș de cult parohial,Parohia Mărunțișu,,Arhiepiscopia Buzăului și Vrancei,Mitropolia Munteniei și Dobrogei,Patriarhia Română,,,foarte bună,,
23280,143753,SB-II-m-A-12358,Sibiu,Orașul Cisnădie,Cisnădioara,biserică,romano-catolic,F,"Biserica ""Sf. Mihail""",1176-1223,,Parohia Romano - Catolică Cisnădioara,,,,,,,,,
18863,72962,DJ-II-m-B-08304,Dolj,Comuna Lipovu,Lipovu,biserică,ortodox,F,"Biserica ""Sf. Mucenic Dimitrie și Sf. Arhanghel Ștefan""""",1854,,Parohia Lipovu,,Arhiepiscopia Craiovei,Mitropolia Olteniei,Patriarhia Română,,,bună,,
18800,70361,DJ-II-m-B-08212,Dolj,Municipiul Calafat,Calafat,biserică,ortodox,F,"Biserica ""Sf. Mucenic Gheorghe""",1856,cult,Parohia Ciupercenii Vechi - Calafat,,Arhiepiscopia Craiovei,Mitropolia Olteniei,Patriarhia Română,,,bună,,
18907,69919,DJ-II-m-B-08347,Dolj,Municipiul Craiova,Craiova,biserică,ortodox,F,"Biserica ""Sf. Mucenic Gheorghe""",1846,,Parohia Popoveni Craiova,,Arhiepiscopia Craiovei,Mitropolia Olteniei,Patriarhia Română,,,bună,,
18369,112085,MH-II-m-B-10343,Mehedinți,Comuna Hinova,Hinova,biserică,ortodox,F,"Biserica ""Sf. Mucenic Gheorghe""",1892-1894,lăcaș de cult,Parohia Hinova,,Episcopia Severinului și Strehaiei,Mitropolia Olteniei,Patriarhia Română,,,bună,,
18799,71849,DJ-II-m-B-08241,Dolj,Comuna Cioroiași,Cioroiu Nou,biserică,ortodox,F,"Biserica ""Sf. Mucenic Haralambie""",1841,cult,Parohia Cioroiu Nou,,Arhiepiscopia Craiovei,Mitropolia Olteniei,Patriarhia Română,,,bună,,
