Judet,Localitate,Codpostal
Dolj,Balasan,205101
Dolj,Bistrețu Nou,207066
Dolj,Boureni,207006
Dolj,Cârna,207306
Dolj,Cetățuia (Cioroiași),207196
Dolj,Cioroiași,207195
Dolj,Cioroiu Nou,207197
Dolj,Corlate,207346
Dolj,Covei,207007
Dolj,Domnu Tudor,207347
Dolj,Galiciuica,207291
Dolj,Izvoare,207345
Dolj,Întorsura,207487
Dolj,Lipovu,207355
Dolj,Lipovu de Sus,207356
Dolj,Măceșu de Jos,207370
Dolj,Brândușa,207067
Dolj,Plosca,207068
Dolj,Radovan,207485
Dolj,Fântânele (Radovan),207486
Dolj,Săpata,207371
Dolj,Târnava,207488
Dolj,Afumați,207005
Dolj,Bistreț,207065
Dolj,Catane,207431
Dolj,Catanele Noi,207432
Dolj,Cerăt,207180
Dolj,Malaica,207181
Dolj,Giubega,207290
Dolj,Goicea,207305
Dolj,Măceșu de Sus,207375
Dolj,Negoi,207430
Dolj,Perișor,207445
Dolj,Mărăcinele,207446
Dolj,Rast,207490
Dolj,Siliștea Crucii,207535
Dolj,Bârca,207055
Dolj,Băilești,205100
Dolj,Galicea Mare,207270
Dolj,Giurgița,207295
Dolj,Curmătura,207296
Dolj,Filaret,207297
Dolj,Urzicuța,207600
Dolj,Urzica Mare,207601
Dolj,Basarabi,205201
Dolj,Dobridor,207416
Dolj,Ghidici,207456
Dolj,Golenți,205203
Dolj,Moțăței-Gară,207417
Dolj,Piscu Nou,207521
Dolj,Seaca de Câmp,207520
Dolj,Smârdan,207201
Dolj,Tunarii Noi,207471
Dolj,Tunarii Vechi,207472
Dolj,Ciupercenii Vechi,205202
Dolj,Piscu Vechi,207455
Dolj,Pisculeț,207457
Dolj,Calafat,205200
Dolj,Cetate,207190
Dolj,Moreni,207191
Dolj,Ciupercenii Noi,207200
Dolj,Desa,207225
Dolj,Maglavit,207360
Dolj,Hunia,207361
Dolj,Moțăței,207415
Dolj,Poiana Mare,207470
Dolj,Unirea,207595
Dolj,Făcăi,200001
Dolj,Mofleni,200002
Dolj,Popoveni,200003
Dolj,Șimnicu de Jos,200004
Dolj,Almăj,207010
Dolj,Bogea,207012
Dolj,Moșneni,207014
Dolj,Șitoaia,207016
Dolj,Balota de Jos,207421
Dolj,Balota de Sus,207422
Dolj,Bușteni,207423
Dolj,Beharca,207011
Dolj,Coțofenii din Față,207013
Dolj,Beloț,207542
Dolj,Pereni,207544
Dolj,Botoșești-Paia,207070
Dolj,Brabova,207075
Dolj,Voita,207081
Dolj,Calopăr,207150
Dolj,Caraula,207155
Dolj,Castrele Traiane,207461
Dolj,Căciulatu,207576
Dolj,Floran,207578
Dolj,Bechet (Orodel),207436
Dolj,Călugărei,207437
Dolj,Ciocănești,207231
Dolj,Ciutura,207617
Dolj,Drăgoaia,207621
Dolj,Gabru,207622
Dolj,Cleanov,207161
Dolj,Comoșteni,207276
Dolj,Cornu,207438
Dolj,Teiu,207439
Dolj,Dobrești,207235
Dolj,Căciulătești,207236
Dolj,Toceni,207239
Dolj,Dobrotești,207026
Dolj,Nisipuri,207027
Dolj,Drăgotești,207240
Dolj,Viișoara,207246
Dolj,Duțulești,207556
Dolj,Milești,207562
Dolj,Booveni,207251
Dolj,Foișor,207252
Dolj,Frățila,207136
Dolj,Înfrățirea,207138
Dolj,Piscu Lung,207139
Dolj,Poienile,207141
Dolj,Stoicești,207146
Dolj,Gaia,207424
Dolj,Georocel,207237
Dolj,Murta,207238
Dolj,Ghindeni,207366
Dolj,Ghizdăvești,207176
Dolj,Gogoșu,207300
Dolj,Gogoșița,207301
Dolj,Ștefănel,207302
Dolj,Horezu-Poenari,207606
Dolj,Căruia,207577
Dolj,Lazu,207579
Dolj,Lișteava,207441
Dolj,Malu Mare,207365
Dolj,Marotinu de Sus,207178
Dolj,Milovan,207479
Dolj,Sârsca,207547
Dolj,Caraiman,207076
Dolj,Mosna,207077
Dolj,Răchita de Jos,207078
Dolj,Nedeia,207286
Dolj,Orodel,207435
Dolj,Padea,207253
Dolj,Panaghia,207153
Dolj,Sălcuța (Calopăr),207154
Dolj,Cârstovani,207477
Dolj,Frasin,207478
Dolj,Pleșoi,207481
Dolj,Plopșor,207512
Dolj,Preajba,207367
Dolj,Robănești,207495
Dolj,Robăneștii de Jos,207501
Dolj,Robăneștii de Sus,207502
Dolj,Rojiște,207099
Dolj,Tâmburești,207101
Dolj,Sălcuța,207510
Dolj,Seaca de Pădure,207525
Dolj,Răchita de Sus,207526
Dolj,Secui,207571
Dolj,Sopot,207540
Dolj,Cernat,207543
Dolj,Teasc,207570
Dolj,Mârza,207511
Dolj,Tencănău,207513
Dolj,Țuglui,207590
Dolj,Jiul,207591
Dolj,Urdinița,207079
Dolj,Bujor,207616
Dolj,Vârvor,207623
Dolj,Vârvoru de Jos,207615
Dolj,Criva,207618
Dolj,Dobromira,207619
Dolj,Vela,207625
Dolj,Veleni,207527
Dolj,Rupturile,207427
Dolj,Velești,207428
Dolj,Verbița,207635
Dolj,Verbicioara,207636
Dolj,Zănoaga,207351
Dolj,Zăval,207287
Dolj,Bucovicior,207626
Dolj,Cetățuia (Vela),207627
Dolj,Știubei,207633
Dolj,Călinești,207406
Dolj,Gogoșești,207407
Dolj,Motoci,207409
Dolj,Ghercești,207280
Dolj,Gârlești,207281
Dolj,Luncșoru,207282
Dolj,Ungureni,207283
Dolj,Ungurenii Mici,207284
Dolj,Mischii,207405
Dolj,Mlecănești,207408
Dolj,Urechești,207411
Dolj,Bojoiu,207496
Dolj,Golfin,207497
Dolj,Lăcrița Mare,207498
Dolj,Lăcrița Mică,207499
Dolj,Benești,207241
Dolj,Bobeanu,207242
Dolj,Buzduc,207243
Dolj,Popânzălești,207244
Dolj,Șimnicu de Sus,207550
Dolj,Albești,207551
Dolj,Dudovicești,207554
Dolj,Florești,207557
Dolj,Jieni,207559
Dolj,Românești,207563
Dolj,Cornetu,207552
Dolj,Deleni,207553
Dolj,Izvor,207558
Dolj,Leșile,207561
Dolj,Bâzdâna,207151
Dolj,Belcinu,207152
Dolj,Bașcov,207541
Dolj,Pietroaia,207546
Dolj,Fântâni,207312
Dolj,Mălăești,207314
Dolj,Mogoșești,207316
Dolj,Zlătari,207324
Dolj,Moflești,207259
Dolj,Nistoi,207261
Dolj,Puținei,207263
Dolj,Soceni,207264
Dolj,Tălpaș,207266
Dolj,Desnățui,207628
Dolj,Gubaucea,207629
Dolj,Segleț,207631
Dolj,Suharu,207632
Dolj,Fărcaș,207255
Dolj,Amărăști,207256
Dolj,Golumbelu,207257
Dolj,Golumbu,207258
Dolj,Plopu-Amărăști,207262
Dolj,Amărăștii de Sus,207025
Dolj,Zvorsca,207028
Dolj,Apele Vii,207030
Dolj,Bratovoești,207095
Dolj,Bădoși,207096
Dolj,Georocu Mare,207097
Dolj,Prunet,207098
Dolj,Breasta,207115
Dolj,Cotu,207116
Dolj,Crovna,207117
Dolj,Făget,207118
Dolj,Obedin,207119
Dolj,Roșieni,207121
Dolj,Valea Lungului,207122
Dolj,Bulzești,207135
Dolj,Gura Racului,207137
Dolj,Prejoi,207142
Dolj,Săliște,207143
Dolj,Seculești,207144
Dolj,Cârcea,207206
Dolj,Carpen,207160
Dolj,Geblești,207162
Dolj,Castranova,207165
Dolj,Puțuri,207166
Dolj,Coșoveni,207205
Dolj,Dioști,207230
Dolj,Radomir,207232
Dolj,Drănic,207250
Dolj,Gângiova,207275
Dolj,Gighera,207285
Dolj,Goiești,207310
Dolj,Adâncata,207311
Dolj,Gruița,207313
Dolj,Muereni,207317
Dolj,Piorești,207318
Dolj,Pometești,207319
Dolj,Popeasa,207321
Dolj,Țandăra,207322
Dolj,Vladimir,207323
Dolj,Murgași,207420
Dolj,Picăturile,207426
Dolj,Pielești,207450
Dolj,Câmpeni,207451
Dolj,Lânga,207452
Dolj,Predești,207475
Dolj,Bucicani,207476
Dolj,Predeștii Mici,207482
Dolj,Terpezița,207575
Dolj,Teslui,207580
Dolj,Coșereni,207581
Dolj,Fântânele (Teslui),207582
Dolj,Preajba de Jos,207583
Dolj,Preajba de Pădure,207584
Dolj,Țărțăl,207586
Dolj,Urieni,207587
Dolj,Viișoara-Moșneni,207588
Dolj,Vârtop,207610
Dolj,Amărăștii de Jos,207020
Dolj,Ocolna,207021
Dolj,Prapor,207022
Dolj,Bechet,207060
Dolj,Bucovăț,207125
Dolj,Cârligei,207126
Dolj,Italieni,207127
Dolj,Leamna de Jos,207128
Dolj,Leamna de Sus,207129
Dolj,Palilula,207131
Dolj,Sărbătoarea,207132
Dolj,Călărași,207170
Dolj,Sărata,207171
Dolj,Celaru,207175
Dolj,Marotinu de Jos,207177
Dolj,Soreni,207179
Dolj,Daneți,207215
Dolj,Brabeți,207216
Dolj,Braniște (Daneți),207217
Dolj,Locusteni,207218
Dolj,Dăbuleni,207220
Dolj,Chiașu,207221
Dolj,Ișalnița,207340
Dolj,Leu,207350
Dolj,Mârșani,207380
Dolj,Melinești,207385
Dolj,Bodăiești,207386
Dolj,Bodăieștii de Sus,207387
Dolj,Godeni,207388
Dolj,Muierușu,207389
Dolj,Negoiești,207391
Dolj,Odoleni,207392
Dolj,Ohaba,207393
Dolj,Ploștina,207394
Dolj,Popești,207396
Dolj,Spineni,207397
Dolj,Valea Mare,207398
Dolj,Valea Muierii de Jos,207399
Dolj,Ostroveni,207440
Dolj,Plenița,207460
Dolj,Podari,207465
Dolj,Balta Verde,207466
Dolj,Braniște (Podari),207467
Dolj,Gura Văii,207468
Dolj,Livezi,207469
Dolj,Sadova,207505
Dolj,Piscu Sadovei,207506
Dolj,Segarcea,205400
Dolj,Valea Stanciului,207605
Dolj,Bâlta,205302
Dolj,Brădești,207105
Dolj,Brădeștii Bătrâni,207106
Dolj,Malumnic,207041
Dolj,Piria,207043
Dolj,Răcarii de Sus,205305
Dolj,Răcarii de Jos,207109
Dolj,Valea lui Pătru,207516
Dolj,Ciocanele,207086
Dolj,Racovița,207087
Dolj,Valea Fântânilor,207091
Dolj,Almăjel,205301
Dolj,Meteu,207107
Dolj,Piscani,207108
Dolj,Tatomirești,207111
Dolj,Argetoaia,207035
Dolj,Băranu,207036
Dolj,Berbeșu,207037
Dolj,Iordăchești,207038
Dolj,Leordoasa,207039
Dolj,Novac,207042
Dolj,Poiana Fântânii,207044
Dolj,Teascu din Deal,207047
Dolj,Ursoaia,207048
Dolj,Scăești,207515
Dolj,Filiași,205300
Gorj,Andreești,217551
Gorj,Aninișu din Deal,217166
Gorj,Aninișu din Vale,217167
Gorj,Bârzeiu,217071
Gorj,Pârâu Viu,217074
Gorj,Scurtu,217077
Gorj,Baloșani,217471
Gorj,Băcești,217472
Gorj,Dealu Leului,217473
Gorj,Bibulești,217191
Gorj,Obârșia,217193
Gorj,Bobu,217426
Gorj,Câmpu Mare,217428
Gorj,Colibași,217431
Gorj,Mogoșani,217436
Gorj,Budieni,217427
Gorj,Cârligei,217111
Gorj,Cernădia,217031
Gorj,Bircii,217068
Gorj,Ciocadia,217069
Gorj,Bulbuceni,217128
Gorj,Cocorova,217516
Gorj,Blahnița de Jos,215501
Gorj,Cojani,215503
Gorj,Costești,217022
Gorj,Crasna,217165
Gorj,Crasna din Deal,217171
Gorj,Frasin,217552
Gorj,Berlești,217070
Gorj,Gâlcești,217072
Gorj,Scrada,217076
Gorj,Groșerea,217023
Gorj,Licurici,217280
Gorj,Frumușei,217281
Gorj,Lihulești,217073
Gorj,Cerătu de Copăcioasa,217429
Gorj,Lintea,217434
Gorj,Măiag,217178
Gorj,Slămnești,217182
Gorj,Busuioci,217261
Gorj,Negreni,217282
Gorj,Păișani,217483
Gorj,Urda de Sus,217487
Gorj,Musculești,217056
Gorj,Petrești,217057
Gorj,Piscoiu,217474
Gorj,Popești-Stejari,217476
Gorj,Copăcioasa,217432
Gorj,Pișteștii din Deal,217437
Gorj,Pociovaliștea,215303
Gorj,Sitești,215304
Gorj,Poiana,217517
Gorj,Poienari,217112
Gorj,Pojogeni,215508
Gorj,Prigoria,217370
Gorj,Bucșana,217371
Gorj,Zorlești,217377
Gorj,Săulești,217415
Gorj,Purcaru,217418
Gorj,Racovița,217366
Gorj,Radoși,217174
Gorj,Hălăngești,217192
Gorj,Rădinești,217196
Gorj,Roșia de Amaradia,217380
Gorj,Șitoaia,217387
Gorj,Satu Nou,217133
Gorj,Plopu,217263
Gorj,Ruget,217383
Gorj,Seciurile,217384
Gorj,Stejaru,217386
Gorj,Marinești,217177
Gorj,Slăvuța,217183
Gorj,Stejari,217470
Gorj,Sterpoaia,217024
Gorj,Mielușei,217482
Gorj,Toiaga,217484
Gorj,Ulmet,217486
Gorj,Totea de Hurezani,217264
Gorj,Totea,217283
Gorj,Vierșani,217274
Gorj,Vladimir,217550
Gorj,Valea Deșului,217553
Gorj,Becheni,217381
Gorj,Dealu Viei,217382
Gorj,Jupânești,217270
Gorj,Boia,217271
Gorj,Pârâu Boia,217272
Gorj,Vidin,217273
Gorj,Crețești,215504
Gorj,Curteana,215505
Gorj,Floreșteni,215506
Gorj,Măceșu,215507
Gorj,Burlani,217372
Gorj,Călugăreasa,217373
Gorj,Dobrana,217374
Gorj,Negoiești,217376
Gorj,Cionți,217116
Gorj,Pojaru,217122
Gorj,Valea Pojarului,217123
Gorj,Motorgi,217117
Gorj,Nămete,217118
Gorj,Poienița,217121
Gorj,Buzești,217168
Gorj,Drăgoiești,217172
Gorj,Dumbrăveni,217173
Gorj,Bojinu,217176
Gorj,Mierea,217179
Gorj,Văluța,217186
Gorj,Albeni,217005
Gorj,Bârzeiu de Gilort,217006
Gorj,Bolbocești,217007
Gorj,Doseni,217008
Gorj,Mirosloveni,217009
Gorj,Prunești,217011
Gorj,Aninoasa,217020
Gorj,Bobaia,217021
Gorj,Baia de Fier,217030
Gorj,Bărbătești,217055
Gorj,Socu,217058
Gorj,Bengești-Ciocadia,217065
Gorj,Bălcești,217066
Gorj,Bengești,217067
Gorj,Bibești,217416
Gorj,Dolcești,217417
Gorj,Bumbești-Pițic,217110
Gorj,Bustuchin,217115
Gorj,Poiana-Seciuri,217119
Gorj,Căpreni,217125
Gorj,Aluniș,217126
Gorj,Brătești,217127
Gorj,Cetatea,217129
Gorj,Cornetu,217131
Gorj,Dealu Spirei,217132
Gorj,Cărpiniș,217169
Gorj,Crușeț,217175
Gorj,Miericeaua,217181
Gorj,Urda de Jos,217184
Gorj,Hurezani,217260
Gorj,Pegeni,217262
Gorj,Polovragi,217365
Gorj,Alimpești,217015
Gorj,Ciupercenii de Olteț,217016
Gorj,Corșoru,217017
Gorj,Nistorești,217018
Gorj,Sârbești,217019
Gorj,Săcelu,217410
Gorj,Blahnița de Sus,217411
Gorj,Hăiești,217412
Gorj,Jeriștea,217413
Gorj,Magherești,217414
Gorj,Scoarța,217425
Gorj,Lazuri,217433
Gorj,Stoina,217480
Gorj,Ciorari,217481
Gorj,Logrești,217285
Gorj,Colțești,217286
Gorj,Frunza,217287
Gorj,Logrești-Moșteni,217288
Gorj,Măru,217289
Gorj,Popești,217291
Gorj,Seaca,217292
Gorj,Târgu Logrești,217293
Gorj,Turburea,217515
Gorj,Spahii,217518
Gorj,Șipotu,217519
Gorj,Novaci,215300
Gorj,Bercești,215301
Gorj,Hirișești,215302
Gorj,Târgu Cărbunești,215500
Gorj,Cărbunești-Sat,215502
Gorj,Rogojeni,215509
Gorj,Ștefănești,215510
Gorj,Iezureni,210003
Gorj,Romanești,210006
Gorj,Arcani,217025
Gorj,Sănătești,217027
Gorj,Arjoci,217251
Gorj,Câlcești,217252
Gorj,Chiliu,217253
Gorj,Rătez,217257
Gorj,Bâltișoara,217392
Gorj,Bălănești,217036
Gorj,Samarinești,217400
Gorj,Boca,217402
Gorj,Valea Bisericii,217407
Gorj,Valea Poienii,217409
Gorj,Bălăcești,217081
Gorj,Bolboasa,217082
Gorj,Bolboși,217080
Gorj,Igirosu,217083
Gorj,Miclosu,217084
Gorj,Boroșteni,217336
Gorj,Brădiceni,217337
Gorj,Brănești,217100
Gorj,Brebenei,217102
Gorj,Broșteni,217346
Gorj,Broștenii de Sus,217347
Gorj,Cursaru,217349
Gorj,Câlnicu de Sus,217146
Gorj,Didilești,217147
Gorj,Vâlceaua,217154
Gorj,Câmpofeni,217026
Gorj,Stroiești,217028
Gorj,Capu Dealului,217103
Gorj,Cârbești,217226
Gorj,Dâmbova,217227
Gorj,Cloșani,217329
Gorj,Orzești,217332
Gorj,Cocoreni,217061
Gorj,Peșteana-Jiu,217063
Gorj,Cornești,217047
Gorj,Găvănești,217048
Gorj,Corobăi,217221
Gorj,Trestioara,217222
Gorj,Covrigi,217547
Gorj,Murgilești,217548
Gorj,Croici,217298
Gorj,Curtișoara,215101
Gorj,Dobrița,217393
Gorj,Drăgoeni,210002
Gorj,Preajba Mare,210005
Gorj,Drăgotești,217220
Gorj,Fântânele,217541
Gorj,Fărcășești,217235
Gorj,Fărcășești-Moșneni,217236
Gorj,Gârbovu,217521
Gorj,Murgești,217523
Gorj,Valea Viei,217526
Gorj,Bădești,217101
Gorj,Gilortu,217104
Gorj,Pârâu,217106
Gorj,Glogova,217245
Gorj,Cămuiești,217246
Gorj,Godinești,217250
Gorj,Gornăcel,217422
Gorj,Bârcaciu,217302
Gorj,Gămani,217303
Gorj,Grui,217304
Gorj,Frâncești,217338
Gorj,Gureni,217339
Gorj,Hobița,217341
Gorj,Seuca,217342
Gorj,Hodoreasca,217149
Gorj,Pieptani,217151
Gorj,Horăști,215202
Gorj,Însurăței,215203
Gorj,Leurda,215204
Gorj,Cleșnești,217247
Gorj,Iormănești,217248
Gorj,Olteanu,217249
Gorj,Ceplea,217348
Gorj,Izvoarele,217352
Gorj,Văleni,217357
Gorj,Băzăvani,217401
Gorj,Duculești,217403
Gorj,Larga,217404
Gorj,Țirioi,217406
Gorj,Valea Mică,217408
Gorj,Gura-Menți,217093
Gorj,Menții din Dos,217094
Gorj,Miluta,217096
Gorj,Moi,217062
Gorj,Vlăduleni,217064
Gorj,Mușetești,217300
Gorj,Arșeni,217301
Gorj,Negomir,217310
Gorj,Bohorel,217312
Gorj,Blidari,217037
Gorj,Glodeni,217039
Gorj,Ohaba,217041
Gorj,Padeș,217325
Gorj,Apa Neagră,217326
Gorj,Pârâu de Pripor,217254
Gorj,Pârâu de Vale,217256
Gorj,Peșteana de Jos,217237
Gorj,Valea cu Apă,217242
Gorj,Boboiești,217156
Gorj,Peșteana-Vulcan,217157
Gorj,Dănciulești,217190
Gorj,Petrăchei,217194
Gorj,Zăicoiu,217197
Gorj,Găleșoaia,217148
Gorj,Pinoasa,217152
Gorj,Deleni,217351
Gorj,Piscuri,217354
Gorj,Bălești,217045
Gorj,Rasova,217049
Gorj,Rogojel,217238
Gorj,Roșia-Jiu,217239
Gorj,Dealu Pomilor,215201
Gorj,Ploștina,215206
Gorj,Roșiuța,215208
Gorj,Horezu,217532
Gorj,Rugi,217533
Gorj,Schela,217420
Gorj,Arsuri,217421
Gorj,Calapăru,217092
Gorj,Scorușu,217097
Gorj,Bârsești,210001
Gorj,Slobozia,210007
Gorj,Stăncești,217306
Gorj,Stăncești-Larga,217307
Gorj,Stolojani,217051
Gorj,Tălpășești,217052
Gorj,Strâmba-Jiu,217524
Gorj,Sura,217449
Gorj,Șiacu,217451
Gorj,Suseni,217396
Gorj,Ceauru,217046
Gorj,Tămășești,217053
Gorj,Telești,217490
Gorj,Timișeni,217241
Gorj,Turcinești,217530
Gorj,Cartiu,217531
Gorj,Șasa,217207
Gorj,Ungureni,217211
Gorj,Urdari,217540
Gorj,Hotăroasa,217542
Gorj,Polata,210004
Gorj,Ursați,210008
Gorj,Artanu,217311
Gorj,Ursoaia,217319
Gorj,Ohaba-Jiu,217086
Gorj,Valea,217087
Gorj,Bâlta,217391
Gorj,Valea Mare,217397
Gorj,Valea Motrului,217549
Gorj,Strâmba-Vulcan,217159
Gorj,Vârtopu,217161
Gorj,Botorogi,217202
Gorj,Văcarea,217212
Gorj,Văgiulești,217545
Gorj,Cârciu,217546
Gorj,Voiteștii din Vale,217035
Gorj,Cânepești,217038
Gorj,Voiteștii din Deal,217042
Gorj,Ciuperceni,217155
Gorj,Priporu,217158
Gorj,Zorzila,217162
Gorj,Cerna-Sat,217328
Gorj,Motru Sec,217331
Gorj,Cojmănești,217446
Gorj,Miculești,217447
Gorj,Știucani,217452
Gorj,Tehomir,217453
Gorj,Arpadia,217536
Gorj,Chiciora,217537
Gorj,Florești,217538
Gorj,Condeiești,217313
Gorj,Nucetu,217314
Gorj,Orzu,217316
Gorj,Paltinu,217317
Gorj,Raci,217318
Gorj,Valea Racilor,217321
Gorj,Păjiștele,217423
Gorj,Sâmbotin,217424
Gorj,Tâlvești,217229
Gorj,Urechești,217231
Gorj,Voinigești,217054
Gorj,Drăguțești,217225
Gorj,Iași-Gorj,217228
Gorj,Lelești,217275
Gorj,Frătești,217276
Gorj,Rasovița,217277
Gorj,Buduhala,217491
Gorj,Șomănești,217492
Gorj,Brătuia,217203
Gorj,Merfulești,217206
Gorj,Trocani,217208
Gorj,Țârculești,217209
Gorj,Dănești,217200
Gorj,Barza,217201
Gorj,Bucureasa,217204
Gorj,Curpen,217459
Gorj,Pârvulești,217463
Gorj,Vaidei,217464
Gorj,Vălari,217466
Gorj,Stănești,217455
Gorj,Alexeni,217456
Gorj,Bălani,217457
Gorj,Călești,217458
Gorj,Măzăroi,217461
Gorj,Obreja,217462
Gorj,Ionești,217265
Gorj,Gura Șușiței,217266
Gorj,Picu,217268
Gorj,Lupoița,215205
Gorj,Cătunele,217135
Gorj,Dealu Viilor,217136
Gorj,Lupoaia,217137
Gorj,Steic,217138
Gorj,Valea Mânăstirii,217139
Gorj,Valea Perilor,217141
Gorj,Borăscu,217090
Gorj,Baniu,217091
Gorj,Câlnic,217145
Gorj,Stejerei,217153
Gorj,Călugăreni,217327
Gorj,Văieni,217333
Gorj,Peștișani,217335
Gorj,Plopșoru,217345
Gorj,Olari,217353
Gorj,Sărdănești,217356
Gorj,Runcu,217390
Gorj,Răchiți,217394
Gorj,Slivilești,217445
Gorj,Strâmtu,217448
Gorj,Țânțăreni,217535
Gorj,Bâlteni,217060
Gorj,Bumbești-Jiu,215100
Gorj,Lăzărești,215102
Gorj,Pleșa,215103
Gorj,Tetila,215104
Gorj,Mătăsari,217295
Gorj,Brădet,217296
Gorj,Brădețel,217297
Gorj,Runcurel,217299
Gorj,Motru,215200
Gorj,Râpa,215207
Gorj,Rovinari,215400
Gorj,Tismana,217495
Gorj,Celei,217496
Gorj,Costeni,217497
Gorj,Gornovița,217498
Gorj,Isvarna,217499
Gorj,Pocruia,217501
Gorj,Racoți,217502
Gorj,Sohodol,217503
Gorj,Topești,217504
Gorj,Vâlcele,217506
Gorj,Vânăta,217507
Gorj,Iliești,217267
Gorj,Turceni,217520
Gorj,Jilțu,217522
Gorj,Țicleni,215600
Mehedinți,Bahna,227281
Mehedinți,Moisești,227282
Mehedinți,Balotești,227296
Mehedinți,Schinteiești,227301
Mehedinți,Balta,227030
Mehedinți,Nevățu,227034
Mehedinți,Bâlvănești,227055
Mehedinți,Bâlvăneștii de Jos,227056
Mehedinți,Budănești,227271
Mehedinți,Alunișul,227251
Mehedinți,Bădițești,227252
Mehedinți,Borogea,227253
Mehedinți,Bistrița,227246
Mehedinți,Bârda,227317
Mehedinți,Bobaița,227318
Mehedinți,Breznița-Ocol,227070
Mehedinți,Bunoaica,227121
Mehedinți,Negrușa,227123
Mehedinți,Cervenița,227394
Mehedinți,Lumnic,227403
Mehedinți,Cireșu,227120
Mehedinți,Jupânești,227122
Mehedinți,Cocorova,227458
Mehedinți,Costești,227032
Mehedinți,Prejna,227036
Mehedinți,Crăguești,227459
Mehedinți,Arvătești,227391
Mehedinți,Bâltanele (Prunișor),227393
Mehedinți,Dragotești,227396
Mehedinți,Igiroasa,227402
Mehedinți,Dubova,227170
Mehedinți,Baia Nouă,227171
Mehedinți,Eibenthal,227172
Mehedinți,Fântâna Domnească,227397
Mehedinți,Mijarca,227404
Mehedinți,Balota,227392
Mehedinți,Ghelmegioaia,227399
Mehedinți,Godeanu,227215
Mehedinți,Păunești,227217
Mehedinți,Coada Cornetului,227031
Mehedinți,Gornovița,227033
Mehedinți,Sfodea,227037
Mehedinți,Gârnița,227398
Mehedinți,Gutu,227401
Mehedinți,Prunaru,227406
Mehedinți,Hinova,227245
Mehedinți,Cârjei,227247
Mehedinți,Hotărani,227496
Mehedinți,Husnicioara,227250
Mehedinți,Priboiești,227261
Mehedinți,Selișteni,227262
Mehedinți,Ilovița,227280
Mehedinți,Isverna,227285
Mehedinți,Giurgiani,227289
Mehedinți,Izvoru Bârzii,227295
Mehedinți,Răscolești,227299
Mehedinți,Jidoștița,227071
Mehedinți,Șușița (Breznița-Ocol),227073
Mehedinți,Magheru,227072
Mehedinți,Malovăț,227315
Mehedinți,Busești,227286
Mehedinți,Cerna-Vârf,227287
Mehedinți,Nadanova,227291
Mehedinți,Celnata,227254
Mehedinți,Dumbrăvița,227256
Mehedinți,Oprănești,227258
Mehedinți,Negrești,227322
Mehedinți,Ostrovu Corbului,227248
Mehedinți,Călineștii de Jos,227057
Mehedinți,Călineștii de Sus,227058
Mehedinți,Pârlagele,227059
Mehedinți,Peri,227259
Mehedinți,Podeni,227355
Mehedinți,Gornenți,227356
Mehedinți,Mălărișca,227357
Mehedinți,Dedovița Veche,227448
Mehedinți,Erghevița,227451
Mehedinți,Poroina,227452
Mehedinți,Poroina Mare,227380
Mehedinți,Fântânile Negre,227381
Mehedinți,Șipotu (Poroina Mare),227383
Mehedinți,Poroinița,227421
Mehedinți,Prunișor,227390
Mehedinți,Halânga,227297
Mehedinți,Puținei,227298
Mehedinți,Schitu Topolniței,227302
Mehedinți,Drăghești,227288
Mehedinți,Seliștea,227292
Mehedinți,Turtaba,227293
Mehedinți,Stignița,227382
Mehedinți,Svinița,227440
Mehedinți,Marga,227216
Mehedinți,Șiroca,227218
Mehedinți,Izvoru Aneștilor,227312
Mehedinți,Petriș,227313
Mehedinți,Ștefan Odobleja,227314
Mehedinți,Marmanu,227257
Mehedinți,Zegaia,227407
Mehedinți,23 August,227316
Mehedinți,Colibași,227319
Mehedinți,Lazu,227321
Mehedinți,Cerneți,227446
Mehedinți,Dudașu,227449
Mehedinți,Eșelnița,227195
Mehedinți,Gura Văii,220002
Mehedinți,Livezile,227310
Mehedinți,Izvorălu de Jos,227311
Mehedinți,Rogova,227420
Mehedinți,Dudașu Schelei,220001
Mehedinți,Schela Cladovei,220003
Mehedinți,Șimian,227445
Mehedinți,Dedovița Nouă,227447
Mehedinți,Valea Copcii,227453
Mehedinți,Vânjuleț,227495
Mehedinți,Albulești,227176
Mehedinți,Valea Marcului,227186
Mehedinți,Bâltanele (Greci),227226
Mehedinți,Sălătruc,227228
Mehedinți,Valea Petrii,227229
Mehedinți,Vișina,227231
Mehedinți,Boceni,227472
Mehedinți,Pavăț,227479
Mehedinți,Buicești,227092
Mehedinți,Țânțaru,227098
Mehedinți,Căzănești,227100
Mehedinți,Jignița,227106
Mehedinți,Valea Coșuștei,227113
Mehedinți,Breța,227126
Mehedinți,Cernaia,227127
Mehedinți,Croica,227129
Mehedinți,Măru Roșu,227134
Mehedinți,Vlădășești,227139
Mehedinți,Ciochiuța,225301
Mehedinți,Hurducești,225303
Mehedinți,Adunații Teiului,227471
Mehedinți,Colareț,227473
Mehedinți,Plopi,227481
Mehedinți,Comanda,225302
Mehedinți,Brateșul,227012
Mehedinți,Brativoești,227013
Mehedinți,Comănești,227017
Mehedinți,Molani,227022
Mehedinți,Corzu,227046
Mehedinți,Cosovăț,227061
Mehedinți,Deleni,227062
Mehedinți,Făuroaia,227063
Mehedinți,Plai,227064
Mehedinți,Cotoroaia,227506
